"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1578","test","Sauce Demo Smoke Test","Fri Oct 03 10:12:11 UTC 2025","passed","Fri Oct 03 10:12:12 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","560","checkLoginWithEmptyUsername","Sauce Demo Smoke Test","Fri Oct 03 10:12:18 UTC 2025","passed","Fri Oct 03 10:12:18 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUsername"
"","538","test","Sauce Demo Smoke Test","Fri Oct 03 10:12:14 UTC 2025","passed","Fri Oct 03 10:12:14 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","567","Проверка логина в систему с пустым полем пароль","Sauce Demo Smoke Test","Fri Oct 03 10:12:15 UTC 2025","passed","Fri Oct 03 10:12:16 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","596","checkLoginWithWrongPassword","Sauce Demo Smoke Test","Fri Oct 03 10:12:14 UTC 2025","passed","Fri Oct 03 10:12:15 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithWrongPassword"
"","557","test","Sauce Demo Smoke Test","Fri Oct 03 10:12:13 UTC 2025","passed","Fri Oct 03 10:12:13 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","1933","checkCheckoutButton","Sauce Demo Smoke Test","Fri Oct 03 10:12:17 UTC 2025","passed","Fri Oct 03 10:12:19 UTC 2025","tests.CartTest","Firefox","tests.CartTest","checkCheckoutButton"
"","765","checkAddToCart","Sauce Demo Smoke Test","Fri Oct 03 10:12:20 UTC 2025","passed","Fri Oct 03 10:12:20 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkAddToCart"
"","733","checkLoginWithPositiveCred","Sauce Demo Smoke Test","Fri Oct 03 10:12:16 UTC 2025","passed","Fri Oct 03 10:12:17 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithPositiveCred"
"","745","checkSort","Sauce Demo Smoke Test","Fri Oct 03 10:12:21 UTC 2025","passed","Fri Oct 03 10:12:22 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkSort"
