"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","777","checkSort","Sauce Demo Smoke Test","Fri Nov 21 10:13:29 UTC 2025","passed","Fri Nov 21 10:13:29 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkSort"
"","2013","checkCheckoutButton","Sauce Demo Smoke Test","Fri Nov 21 10:13:25 UTC 2025","passed","Fri Nov 21 10:13:27 UTC 2025","tests.CartTest","Firefox","tests.CartTest","checkCheckoutButton"
"","607","checkLoginWithEmptyUsername","Sauce Demo Smoke Test","Fri Nov 21 10:13:23 UTC 2025","passed","Fri Nov 21 10:13:24 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUsername"
"","1447","test","Sauce Demo Smoke Test","Fri Nov 21 10:13:16 UTC 2025","passed","Fri Nov 21 10:13:18 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","807","checkLoginWithPositiveCred","Sauce Demo Smoke Test","Fri Nov 21 10:13:22 UTC 2025","passed","Fri Nov 21 10:13:23 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithPositiveCred"
"","531","test","Sauce Demo Smoke Test","Fri Nov 21 10:13:18 UTC 2025","passed","Fri Nov 21 10:13:19 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","607","test","Sauce Demo Smoke Test","Fri Nov 21 10:13:19 UTC 2025","passed","Fri Nov 21 10:13:20 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","602","Проверка логина в систему с пустым полем пароль","Sauce Demo Smoke Test","Fri Nov 21 10:13:21 UTC 2025","passed","Fri Nov 21 10:13:22 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","622","checkLoginWithWrongPassword","Sauce Demo Smoke Test","Fri Nov 21 10:13:20 UTC 2025","passed","Fri Nov 21 10:13:21 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithWrongPassword"
"","812","checkAddToCart","Sauce Demo Smoke Test","Fri Nov 21 10:13:27 UTC 2025","passed","Fri Nov 21 10:13:28 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkAddToCart"
