"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","525","checkLoginWithEmptyUsername","Sauce Demo Smoke Test","Fri Nov 07 10:13:33 UTC 2025","passed","Fri Nov 07 10:13:34 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUsername"
"","1340","test","Sauce Demo Smoke Test","Fri Nov 07 10:13:26 UTC 2025","passed","Fri Nov 07 10:13:28 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","751","checkAddToCart","Sauce Demo Smoke Test","Fri Nov 07 10:13:50 UTC 2025","passed","Fri Nov 07 10:13:51 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkAddToCart"
"","823","checkLoginWithPositiveCred","Sauce Demo Smoke Test","Fri Nov 07 10:13:32 UTC 2025","passed","Fri Nov 07 10:13:33 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithPositiveCred"
"","541","test","Sauce Demo Smoke Test","Fri Nov 07 10:13:28 UTC 2025","passed","Fri Nov 07 10:13:29 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","610","checkLoginWithWrongPassword","Sauce Demo Smoke Test","Fri Nov 07 10:13:30 UTC 2025","passed","Fri Nov 07 10:13:31 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithWrongPassword"
"","534","Проверка логина в систему с пустым полем пароль","Sauce Demo Smoke Test","Fri Nov 07 10:13:31 UTC 2025","passed","Fri Nov 07 10:13:32 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","527","test","Sauce Demo Smoke Test","Fri Nov 07 10:13:29 UTC 2025","passed","Fri Nov 07 10:13:30 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","2563","checkCheckoutButton","Sauce Demo Smoke Test","Fri Nov 07 10:13:47 UTC 2025","passed","Fri Nov 07 10:13:49 UTC 2025","tests.CartTest","Firefox","tests.CartTest","checkCheckoutButton"
"","778","checkSort","Sauce Demo Smoke Test","Fri Nov 07 10:13:51 UTC 2025","passed","Fri Nov 07 10:13:52 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkSort"
