"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","411","Проверка логина в систему с пустым полем пароль","Sauce Demo Smoke Test","Fri Oct 17 10:12:48 UTC 2025","passed","Fri Oct 17 10:12:49 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","423","checkLoginWithWrongPassword","Sauce Demo Smoke Test","Fri Oct 17 10:12:48 UTC 2025","passed","Fri Oct 17 10:12:48 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithWrongPassword"
"","450","checkLoginWithEmptyUsername","Sauce Demo Smoke Test","Fri Oct 17 10:12:50 UTC 2025","passed","Fri Oct 17 10:12:51 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUsername"
"","432","test","Sauce Demo Smoke Test","Fri Oct 17 10:12:46 UTC 2025","passed","Fri Oct 17 10:12:46 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","547","checkLoginWithPositiveCred","Sauce Demo Smoke Test","Fri Oct 17 10:12:49 UTC 2025","passed","Fri Oct 17 10:12:50 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithPositiveCred"
"","1448","test","Sauce Demo Smoke Test","Fri Oct 17 10:12:44 UTC 2025","passed","Fri Oct 17 10:12:46 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","1793","checkCheckoutButton","Sauce Demo Smoke Test","Fri Oct 17 10:12:50 UTC 2025","passed","Fri Oct 17 10:12:52 UTC 2025","tests.CartTest","Firefox","tests.CartTest","checkCheckoutButton"
"","396","test","Sauce Demo Smoke Test","Fri Oct 17 10:12:47 UTC 2025","passed","Fri Oct 17 10:12:47 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","616","checkSort","Sauce Demo Smoke Test","Fri Oct 17 10:12:54 UTC 2025","passed","Fri Oct 17 10:12:54 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkSort"
"","639","checkAddToCart","Sauce Demo Smoke Test","Fri Oct 17 10:12:53 UTC 2025","passed","Fri Oct 17 10:12:53 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkAddToCart"
