"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1654","checkCheckoutButton","Sauce Demo Smoke Test","Fri Jan 02 10:13:19 UTC 2026","passed","Fri Jan 02 10:13:21 UTC 2026","tests.CartTest","Firefox","tests.CartTest","checkCheckoutButton"
"","792","checkAddToCart","Sauce Demo Smoke Test","Fri Jan 02 10:13:21 UTC 2026","passed","Fri Jan 02 10:13:22 UTC 2026","tests.ProductsTest","Firefox","tests.ProductsTest","checkAddToCart"
"","779","checkSort","Sauce Demo Smoke Test","Fri Jan 02 10:13:22 UTC 2026","passed","Fri Jan 02 10:13:23 UTC 2026","tests.ProductsTest","Firefox","tests.ProductsTest","checkSort"
"","1112","test","Sauce Demo Smoke Test","Fri Jan 02 10:13:06 UTC 2026","passed","Fri Jan 02 10:13:08 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","test"
"","572","test","Sauce Demo Smoke Test","Fri Jan 02 10:13:08 UTC 2026","passed","Fri Jan 02 10:13:09 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","test"
"","536","checkLoginWithEmptyUsername","Sauce Demo Smoke Test","Fri Jan 02 10:13:13 UTC 2026","passed","Fri Jan 02 10:13:13 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUsername"
"","545","test","Sauce Demo Smoke Test","Fri Jan 02 10:13:09 UTC 2026","passed","Fri Jan 02 10:13:09 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","test"
"","576","Проверка логина в систему с пустым полем пароль","Sauce Demo Smoke Test","Fri Jan 02 10:13:11 UTC 2026","passed","Fri Jan 02 10:13:11 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","557","checkLoginWithWrongPassword","Sauce Demo Smoke Test","Fri Jan 02 10:13:10 UTC 2026","passed","Fri Jan 02 10:13:10 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithWrongPassword"
"","662","checkLoginWithPositiveCred","Sauce Demo Smoke Test","Fri Jan 02 10:13:12 UTC 2026","passed","Fri Jan 02 10:13:12 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithPositiveCred"
