"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","684","test","Sauce Demo Smoke Test","Fri Jan 09 10:14:20 UTC 2026","passed","Fri Jan 09 10:14:20 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","test"
"","469","test","Sauce Demo Smoke Test","Fri Jan 09 10:14:22 UTC 2026","passed","Fri Jan 09 10:14:22 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","test"
"","476","checkLoginWithWrongPassword","Sauce Demo Smoke Test","Fri Jan 09 10:14:23 UTC 2026","passed","Fri Jan 09 10:14:23 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithWrongPassword"
"","473","Проверка логина в систему с пустым полем пароль","Sauce Demo Smoke Test","Fri Jan 09 10:14:23 UTC 2026","passed","Fri Jan 09 10:14:24 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","726","checkAddToCart","Sauce Demo Smoke Test","Fri Jan 09 10:14:36 UTC 2026","passed","Fri Jan 09 10:14:37 UTC 2026","tests.ProductsTest","Firefox","tests.ProductsTest","checkAddToCart"
"","1781","checkCheckoutButton","Sauce Demo Smoke Test","Fri Jan 09 10:14:34 UTC 2026","passed","Fri Jan 09 10:14:35 UTC 2026","tests.CartTest","Firefox","tests.CartTest","checkCheckoutButton"
"","504","test","Sauce Demo Smoke Test","Fri Jan 09 10:14:21 UTC 2026","passed","Fri Jan 09 10:14:21 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","test"
"","473","checkLoginWithEmptyUsername","Sauce Demo Smoke Test","Fri Jan 09 10:14:25 UTC 2026","passed","Fri Jan 09 10:14:26 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUsername"
"","691","checkSort","Sauce Demo Smoke Test","Fri Jan 09 10:14:37 UTC 2026","passed","Fri Jan 09 10:14:38 UTC 2026","tests.ProductsTest","Firefox","tests.ProductsTest","checkSort"
"","524","checkLoginWithPositiveCred","Sauce Demo Smoke Test","Fri Jan 09 10:14:24 UTC 2026","passed","Fri Jan 09 10:14:25 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithPositiveCred"
