"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2888","checkCheckoutButton","Sauce Demo Smoke Test","Fri Sep 19 10:13:40 UTC 2025","passed","Fri Sep 19 10:13:43 UTC 2025","tests.CartTest","Firefox","tests.CartTest","checkCheckoutButton"
"","566","checkLoginWithWrongPassword","Sauce Demo Smoke Test","Fri Sep 19 10:13:24 UTC 2025","passed","Fri Sep 19 10:13:25 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithWrongPassword"
"","483","Проверка логина в систему с пустым полем пароль","Sauce Demo Smoke Test","Fri Sep 19 10:13:25 UTC 2025","passed","Fri Sep 19 10:13:26 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","2154","test","Sauce Demo Smoke Test","Fri Sep 19 10:13:20 UTC 2025","passed","Fri Sep 19 10:13:22 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","678","checkAddToCart","Sauce Demo Smoke Test","Fri Sep 19 10:13:44 UTC 2025","passed","Fri Sep 19 10:13:44 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkAddToCart"
"","482","test","Sauce Demo Smoke Test","Fri Sep 19 10:13:23 UTC 2025","passed","Fri Sep 19 10:13:23 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","970","checkLoginWithPositiveCred","Sauce Demo Smoke Test","Fri Sep 19 10:13:26 UTC 2025","passed","Fri Sep 19 10:13:27 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithPositiveCred"
"","666","checkSort","Sauce Demo Smoke Test","Fri Sep 19 10:13:45 UTC 2025","passed","Fri Sep 19 10:13:45 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkSort"
"","466","checkLoginWithEmptyUsername","Sauce Demo Smoke Test","Fri Sep 19 10:13:28 UTC 2025","passed","Fri Sep 19 10:13:28 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUsername"
"","469","test","Sauce Demo Smoke Test","Fri Sep 19 10:13:24 UTC 2025","passed","Fri Sep 19 10:13:24 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
