"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","640","checkSort","Sauce Demo Smoke Test","Fri Dec 05 10:14:12 UTC 2025","passed","Fri Dec 05 10:14:13 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkSort"
"","466","checkLoginWithWrongPassword","Sauce Demo Smoke Test","Fri Dec 05 10:14:01 UTC 2025","passed","Fri Dec 05 10:14:01 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithWrongPassword"
"","434","Проверка логина в систему с пустым полем пароль","Sauce Demo Smoke Test","Fri Dec 05 10:14:01 UTC 2025","passed","Fri Dec 05 10:14:02 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","663","checkAddToCart","Sauce Demo Smoke Test","Fri Dec 05 10:14:11 UTC 2025","passed","Fri Dec 05 10:14:12 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkAddToCart"
"","657","checkLoginWithPositiveCred","Sauce Demo Smoke Test","Fri Dec 05 10:14:02 UTC 2025","passed","Fri Dec 05 10:14:03 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithPositiveCred"
"","2439","checkCheckoutButton","Sauce Demo Smoke Test","Fri Dec 05 10:14:08 UTC 2025","passed","Fri Dec 05 10:14:11 UTC 2025","tests.CartTest","Firefox","tests.CartTest","checkCheckoutButton"
"","415","test","Sauce Demo Smoke Test","Fri Dec 05 10:14:00 UTC 2025","passed","Fri Dec 05 10:14:00 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","435","test","Sauce Demo Smoke Test","Fri Dec 05 10:13:59 UTC 2025","passed","Fri Dec 05 10:13:59 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","453","checkLoginWithEmptyUsername","Sauce Demo Smoke Test","Fri Dec 05 10:14:03 UTC 2025","passed","Fri Dec 05 10:14:04 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUsername"
"","3729","test","Sauce Demo Smoke Test","Fri Dec 05 10:13:55 UTC 2025","passed","Fri Dec 05 10:13:59 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
