"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","739","checkAddToCart","Sauce Demo Smoke Test","Fri Sep 12 10:12:27 UTC 2025","passed","Fri Sep 12 10:12:28 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkAddToCart"
"","547","test","Sauce Demo Smoke Test","Fri Sep 12 10:12:18 UTC 2025","passed","Fri Sep 12 10:12:19 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","536","checkLoginWithWrongPassword","Sauce Demo Smoke Test","Fri Sep 12 10:12:20 UTC 2025","passed","Fri Sep 12 10:12:20 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithWrongPassword"
"","526","test","Sauce Demo Smoke Test","Fri Sep 12 10:12:19 UTC 2025","passed","Fri Sep 12 10:12:20 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","2909","checkCheckoutButton","Sauce Demo Smoke Test","Fri Sep 12 10:12:24 UTC 2025","passed","Fri Sep 12 10:12:26 UTC 2025","tests.CartTest","Firefox","tests.CartTest","checkCheckoutButton"
"","2951","test","Sauce Demo Smoke Test","Fri Sep 12 10:12:15 UTC 2025","passed","Fri Sep 12 10:12:18 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","845","checkLoginWithPositiveCred","Sauce Demo Smoke Test","Fri Sep 12 10:12:22 UTC 2025","passed","Fri Sep 12 10:12:23 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithPositiveCred"
"","774","checkSort","Sauce Demo Smoke Test","Fri Sep 12 10:12:28 UTC 2025","passed","Fri Sep 12 10:12:29 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkSort"
"","526","Проверка логина в систему с пустым полем пароль","Sauce Demo Smoke Test","Fri Sep 12 10:12:21 UTC 2025","passed","Fri Sep 12 10:12:21 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","524","checkLoginWithEmptyUsername","Sauce Demo Smoke Test","Fri Sep 12 10:12:23 UTC 2025","passed","Fri Sep 12 10:12:23 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUsername"
