"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2193","checkCheckoutButton","Sauce Demo Smoke Test","Fri Aug 29 10:12:20 UTC 2025","passed","Fri Aug 29 10:12:22 UTC 2025","tests.CartTest","Firefox","tests.CartTest","checkCheckoutButton"
"","487","checkLoginWithWrongPassword","Sauce Demo Smoke Test","Fri Aug 29 10:12:13 UTC 2025","passed","Fri Aug 29 10:12:14 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithWrongPassword"
"","680","checkSort","Sauce Demo Smoke Test","Fri Aug 29 10:12:23 UTC 2025","passed","Fri Aug 29 10:12:24 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkSort"
"","478","test","Sauce Demo Smoke Test","Fri Aug 29 10:12:12 UTC 2025","passed","Fri Aug 29 10:12:13 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","478","checkLoginWithEmptyUsername","Sauce Demo Smoke Test","Fri Aug 29 10:12:16 UTC 2025","passed","Fri Aug 29 10:12:16 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUsername"
"","1750","test","Sauce Demo Smoke Test","Fri Aug 29 10:12:09 UTC 2025","passed","Fri Aug 29 10:12:11 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","698","checkAddToCart","Sauce Demo Smoke Test","Fri Aug 29 10:12:22 UTC 2025","passed","Fri Aug 29 10:12:23 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkAddToCart"
"","484","Проверка логина в систему с пустым полем пароль","Sauce Demo Smoke Test","Fri Aug 29 10:12:14 UTC 2025","passed","Fri Aug 29 10:12:14 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","609","checkLoginWithPositiveCred","Sauce Demo Smoke Test","Fri Aug 29 10:12:15 UTC 2025","passed","Fri Aug 29 10:12:15 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithPositiveCred"
"","510","test","Sauce Demo Smoke Test","Fri Aug 29 10:12:11 UTC 2025","passed","Fri Aug 29 10:12:12 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
