"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","458","test","Sauce Demo Smoke Test","Fri Dec 19 10:13:44 UTC 2025","passed","Fri Dec 19 10:13:45 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","676","checkSort","Sauce Demo Smoke Test","Fri Dec 19 10:14:06 UTC 2025","passed","Fri Dec 19 10:14:06 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkSort"
"","441","Проверка логина в систему с пустым полем пароль","Sauce Demo Smoke Test","Fri Dec 19 10:13:46 UTC 2025","passed","Fri Dec 19 10:13:47 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","3551","checkCheckoutButton","Sauce Demo Smoke Test","Fri Dec 19 10:14:00 UTC 2025","passed","Fri Dec 19 10:14:04 UTC 2025","tests.CartTest","Firefox","tests.CartTest","checkCheckoutButton"
"","469","checkLoginWithWrongPassword","Sauce Demo Smoke Test","Fri Dec 19 10:13:45 UTC 2025","passed","Fri Dec 19 10:13:46 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithWrongPassword"
"","650","checkLoginWithPositiveCred","Sauce Demo Smoke Test","Fri Dec 19 10:13:47 UTC 2025","passed","Fri Dec 19 10:13:48 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithPositiveCred"
"","488","test","Sauce Demo Smoke Test","Fri Dec 19 10:13:44 UTC 2025","passed","Fri Dec 19 10:13:44 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","453","checkLoginWithEmptyUsername","Sauce Demo Smoke Test","Fri Dec 19 10:13:48 UTC 2025","passed","Fri Dec 19 10:13:49 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUsername"
"","1551","test","Sauce Demo Smoke Test","Fri Dec 19 10:13:42 UTC 2025","passed","Fri Dec 19 10:13:43 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","720","checkAddToCart","Sauce Demo Smoke Test","Fri Dec 19 10:14:04 UTC 2025","passed","Fri Dec 19 10:14:05 UTC 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkAddToCart"
