"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","490","Проверка логина в систему с пустым полем пароль","Sauce Demo Smoke Test","Fri Aug 08 10:13:34 GMT 2025","passed","Fri Aug 08 10:13:35 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","560","checkLoginWithPositiveCred","Sauce Demo Smoke Test","Fri Aug 08 10:13:35 GMT 2025","passed","Fri Aug 08 10:13:36 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithPositiveCred"
"","681","checkSort","Sauce Demo Smoke Test","Fri Aug 08 10:13:40 GMT 2025","passed","Fri Aug 08 10:13:41 GMT 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkSort"
"","451","test","Sauce Demo Smoke Test","Fri Aug 08 10:13:32 GMT 2025","passed","Fri Aug 08 10:13:32 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","432","test","Sauce Demo Smoke Test","Fri Aug 08 10:13:33 GMT 2025","passed","Fri Aug 08 10:13:33 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","446","checkLoginWithWrongPassword","Sauce Demo Smoke Test","Fri Aug 08 10:13:34 GMT 2025","passed","Fri Aug 08 10:13:34 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithWrongPassword"
"","491","checkLoginWithEmptyUsername","Sauce Demo Smoke Test","Fri Aug 08 10:13:36 GMT 2025","passed","Fri Aug 08 10:13:37 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUsername"
"","697","checkAddToCart","Sauce Demo Smoke Test","Fri Aug 08 10:13:39 GMT 2025","passed","Fri Aug 08 10:13:40 GMT 2025","tests.ProductsTest","Firefox","tests.ProductsTest","checkAddToCart"
"","1779","test","Sauce Demo Smoke Test","Fri Aug 08 10:13:29 GMT 2025","passed","Fri Aug 08 10:13:31 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","test"
"","1726","checkCheckoutButton","Sauce Demo Smoke Test","Fri Aug 08 10:13:37 GMT 2025","passed","Fri Aug 08 10:13:38 GMT 2025","tests.CartTest","Firefox","tests.CartTest","checkCheckoutButton"
