"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","764","checkLoginWithPositiveCred","Sauce Demo Smoke Test","Fri Jan 30 15:58:40 UTC 2026","passed","Fri Jan 30 15:58:41 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithPositiveCred"
"","537","checkLoginWithEmptyUsername","Sauce Demo Smoke Test","Fri Jan 30 15:58:41 UTC 2026","passed","Fri Jan 30 15:58:42 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUsername"
"","731","checkSort","Sauce Demo Smoke Test","Fri Jan 30 15:58:47 UTC 2026","passed","Fri Jan 30 15:58:47 UTC 2026","tests.ProductsTest","Firefox","tests.ProductsTest","checkSort"
"","3956","test","Sauce Demo Smoke Test","Fri Jan 30 15:58:32 UTC 2026","passed","Fri Jan 30 15:58:36 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","test"
"","556","checkLoginWithWrongPassword","Sauce Demo Smoke Test","Fri Jan 30 15:58:38 UTC 2026","passed","Fri Jan 30 15:58:39 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithWrongPassword"
"","530","Проверка логина в систему с пустым полем пароль","Sauce Demo Smoke Test","Fri Jan 30 15:58:39 UTC 2026","passed","Fri Jan 30 15:58:40 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","773","checkAddToCart","Sauce Demo Smoke Test","Fri Jan 30 15:58:45 UTC 2026","passed","Fri Jan 30 15:58:46 UTC 2026","tests.ProductsTest","Firefox","tests.ProductsTest","checkAddToCart"
"","560","test","Sauce Demo Smoke Test","Fri Jan 30 15:58:36 UTC 2026","passed","Fri Jan 30 15:58:37 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","test"
"","2548","checkCheckoutButton","Sauce Demo Smoke Test","Fri Jan 30 15:58:42 UTC 2026","passed","Fri Jan 30 15:58:45 UTC 2026","tests.CartTest","Firefox","tests.CartTest","checkCheckoutButton"
"","550","test","Sauce Demo Smoke Test","Fri Jan 30 15:58:37 UTC 2026","passed","Fri Jan 30 15:58:38 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","test"
