"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","465","Проверка логина в систему с пустым полем пароль","Sauce Demo Smoke Test","Fri Jan 16 10:14:21 UTC 2026","passed","Fri Jan 16 10:14:21 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","722","test","Sauce Demo Smoke Test","Fri Jan 16 10:14:17 UTC 2026","passed","Fri Jan 16 10:14:18 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","test"
"","553","checkLoginWithPositiveCred","Sauce Demo Smoke Test","Fri Jan 16 10:14:22 UTC 2026","passed","Fri Jan 16 10:14:22 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithPositiveCred"
"","725","checkAddToCart","Sauce Demo Smoke Test","Fri Jan 16 10:14:33 UTC 2026","passed","Fri Jan 16 10:14:33 UTC 2026","tests.ProductsTest","Firefox","tests.ProductsTest","checkAddToCart"
"","470","test","Sauce Demo Smoke Test","Fri Jan 16 10:14:19 UTC 2026","passed","Fri Jan 16 10:14:20 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","test"
"","477","checkLoginWithWrongPassword","Sauce Demo Smoke Test","Fri Jan 16 10:14:20 UTC 2026","passed","Fri Jan 16 10:14:21 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithWrongPassword"
"","1914","checkCheckoutButton","Sauce Demo Smoke Test","Fri Jan 16 10:14:30 UTC 2026","passed","Fri Jan 16 10:14:32 UTC 2026","tests.CartTest","Firefox","tests.CartTest","checkCheckoutButton"
"","462","checkLoginWithEmptyUsername","Sauce Demo Smoke Test","Fri Jan 16 10:14:23 UTC 2026","passed","Fri Jan 16 10:14:23 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUsername"
"","485","test","Sauce Demo Smoke Test","Fri Jan 16 10:14:18 UTC 2026","passed","Fri Jan 16 10:14:19 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","test"
"","679","checkSort","Sauce Demo Smoke Test","Fri Jan 16 10:14:34 UTC 2026","passed","Fri Jan 16 10:14:34 UTC 2026","tests.ProductsTest","Firefox","tests.ProductsTest","checkSort"
